Date,Price,Open,High,Low,Change 
02/01/2002,5.127,5.127,5.127,5.127,1.02
01/01/2002,5.075,5.075,5.075,5.075,-2.01
12/01/2001,5.179,5.179,5.179,5.179,7.05
11/01/2001,4.838,4.838,4.838,4.838,3.89
10/01/2001,4.657,4.657,4.657,4.657,-8.69
09/01/2001,5.100,5.100,5.100,5.100,0.31
08/01/2001,5.084,5.084,5.084,5.084,-1.85
07/01/2001,5.180,5.180,5.180,5.180,-4.25
06/01/2001,5.410,5.410,5.410,5.410,-1.01
05/01/2001,5.465,5.465,5.465,5.465,2.04
04/01/2001,5.356,5.356,5.356,5.356,7.74
03/01/2001,4.971,4.971,4.971,4.971,-1.23
02/01/2001,5.033,5.033,5.033,5.033,-0.75
01/01/2001,5.071,5.071,5.071,5.071,-1.51
12/01/2000,5.149,5.149,5.149,5.149,-2.39
11/01/2000,5.275,5.275,5.275,5.275,-4.16
10/01/2000,5.504,5.504,5.504,5.504,-0.47
09/01/2000,5.530,5.530,5.530,5.530,-1.36
08/01/2000,5.606,5.606,5.606,5.606,1.95
07/01/2000,5.499,5.499,5.499,5.499,-0.04
06/01/2000,5.501,5.501,5.501,5.501,-0.13
05/01/2000,5.508,5.508,5.508,5.508,-0.56
04/01/2000,5.539,5.539,5.539,5.539,1.43
03/01/2000,5.461,5.461,5.461,5.461,-4.48
02/01/2000,5.717,5.717,5.717,5.717,-1.72
01/01/2000,5.817,5.817,5.817,5.817,4.40
