Date,Price,Open,High,Low,Change 
10/01/2011,5.743,5.985,6.159,5.636,-2.94
09/01/2011,5.917,5.622,6.136,5.501,5.00
08/01/2011,5.635,5.782,5.920,5.554,-2.91
07/01/2011,5.804,5.858,5.951,5.734,-0.67
06/01/2011,5.843,6.067,6.074,5.754,-3.60
05/01/2011,6.061,6.146,6.171,6.005,-1.38
04/01/2011,6.146,6.342,6.342,6.066,-2.21
03/01/2011,6.285,6.232,6.370,6.210,0.96
02/01/2011,6.225,6.345,6.378,6.190,-1.81
01/01/2011,6.340,6.140,6.450,6.012,4.43
12/01/2010,6.071,6.058,6.140,5.826,0.33
11/01/2010,6.051,5.665,6.222,5.635,6.79
10/01/2010,5.666,5.558,5.706,5.280,3.26
09/01/2010,5.487,5.430,5.638,5.418,1.05
08/01/2010,5.430,5.882,5.926,5.286,-7.68
07/01/2010,5.882,5.948,5.978,5.772,-0.94
06/01/2010,5.938,5.830,6.260,5.760,-2.82
05/01/2010,6.110,5.668,6.110,5.584,7.80
04/01/2010,5.668,5.535,5.744,5.447,2.42
03/01/2010,5.534,6.033,6.060,5.491,-8.69
02/01/2010,6.061,6.105,6.225,5.990,-0.90
01/01/2010,6.116,6.271,6.284,6.008,-1.91
12/01/2009,6.235,6.186,6.299,6.129,0.91
11/01/2009,6.179,6.150,6.229,6.076,0.77
10/01/2009,6.132,6.197,6.293,6.035,-1.02
09/01/2009,6.195,6.142,6.329,6.053,1.62
08/01/2009,6.096,6.110,6.227,5.983,0.18
07/01/2009,6.085,6.342,6.342,6.077,-3.64
06/01/2009,6.315,6.299,6.519,6.226,0.08
05/01/2009,6.310,6.187,6.479,6.180,1.66
04/01/2009,6.207,6.248,6.310,6.079,-1.07
03/01/2009,6.274,6.191,6.457,5.981,1.34
02/01/2009,6.191,5.724,6.428,5.597,7.97
01/01/2009,5.734,5.575,5.829,5.214,5.06
12/01/2008,5.458,5.919,6.107,5.410,-9.00
11/01/2008,5.998,6.515,6.636,5.864,-9.63
10/01/2008,6.637,5.856,7.423,5.800,14.19
09/01/2008,5.812,6.069,6.109,5.707,-4.30
08/01/2008,6.073,6.256,6.411,5.852,-3.10
07/01/2008,6.267,6.648,6.797,6.242,-5.02
06/01/2008,6.598,6.305,6.670,6.164,4.51
05/01/2008,6.313,5.983,6.313,5.982,5.62
04/01/2008,5.977,5.957,6.117,5.915,0.00
03/01/2008,5.977,5.985,6.219,5.821,0.07
02/01/2008,5.973,5.674,6.006,5.604,5.38
01/01/2008,5.668,5.934,6.011,5.668,-4.48
12/01/2007,5.934,5.788,6.017,5.717,2.56
11/01/2007,5.786,5.503,5.878,5.493,5.16
10/01/2007,5.502,5.502,5.502,5.502,-3.47
09/01/2007,5.700,5.700,5.700,5.700,-1.44
08/01/2007,5.783,5.783,5.783,5.783,3.23
07/01/2007,5.602,5.602,5.602,5.602,-0.74
06/01/2007,5.644,5.644,5.644,5.644,6.21
05/01/2007,5.314,5.314,5.314,5.314,-0.26
04/01/2007,5.328,5.328,5.328,5.328,2.94
03/01/2007,5.176,5.176,5.176,5.176,-1.35
02/01/2007,5.247,5.247,5.247,5.247,1.41
01/01/2007,5.174,5.174,5.174,5.174,-0.44
12/01/2006,5.197,5.197,5.197,5.197,0.72
11/01/2006,5.160,5.160,5.160,5.160,-0.46
10/01/2006,5.184,5.184,5.184,5.184,-6.22
09/01/2006,5.528,5.528,5.528,5.528,-1.32
08/01/2006,5.602,5.602,5.602,5.602,0.83
07/01/2006,5.556,5.556,5.556,5.556,-2.32
06/01/2006,5.688,5.688,5.688,5.688,6.90
05/01/2006,5.321,5.321,5.321,5.321,0.76
04/01/2006,5.281,5.281,5.281,5.281,3.47
03/01/2006,5.104,5.104,5.104,5.104,11.47
02/01/2006,4.579,4.579,4.579,4.579,-8.68
01/01/2006,5.014,5.014,5.014,5.014,-1.82
12/01/2005,5.107,5.107,5.107,5.107,-4.58
11/01/2005,5.352,5.352,5.352,5.352,1.11
10/01/2005,5.293,5.293,5.293,5.293,13.90
09/01/2005,4.647,4.647,4.647,4.647,-1.98
08/01/2005,4.741,4.741,4.741,4.741,-3.44
07/01/2005,4.910,4.910,4.910,4.910,4.85
06/01/2005,4.683,4.683,4.683,4.683,-8.62
05/01/2005,5.125,5.125,5.125,5.125,-7.96
04/01/2005,5.568,5.568,5.568,5.568,1.59
03/01/2005,5.481,5.481,5.481,5.481,-0.11
02/01/2005,5.487,5.487,5.487,5.487,-8.18
01/01/2005,5.976,5.976,5.976,5.976,2.93
12/01/2004,5.806,5.806,5.806,5.806,-9.27
11/01/2004,6.399,6.399,6.399,6.399,-6.23
10/01/2004,6.824,6.824,6.824,6.824,0.81
09/01/2004,6.769,6.769,6.769,6.769,-7.48
08/01/2004,7.316,7.316,7.316,7.316,-2.41
07/01/2004,7.497,7.497,7.497,7.497,3.45
06/01/2004,7.247,7.247,7.247,7.247,-1.96
05/01/2004,7.392,7.392,7.392,7.392,1.62
04/01/2004,7.274,7.274,7.274,7.274,9.14
03/01/2004,6.665,6.665,6.665,6.665,-2.03
02/01/2004,6.803,6.803,6.803,6.803,-0.79
01/01/2004,6.857,6.857,6.857,6.857,3.93
12/01/2003,6.598,6.598,6.598,6.598,-10.77
11/01/2003,7.394,7.394,7.394,7.394,3.37
10/01/2003,7.153,7.153,7.153,7.153,16.99
09/01/2003,6.114,6.114,6.114,6.114,8.14
08/01/2003,5.654,5.654,5.654,5.654,-0.26
07/01/2003,5.669,5.669,5.669,5.669,11.22
06/01/2003,5.097,5.097,5.097,5.097,0.75
05/01/2003,5.059,5.059,5.059,5.059,-4.53
04/01/2003,5.299,5.299,5.299,5.299,-3.27
03/01/2003,5.478,5.478,5.478,5.478,-1.35
02/01/2003,5.553,5.553,5.553,5.553,-3.16
01/01/2003,5.734,5.734,5.734,5.734,3.07
12/01/2002,5.563,5.563,5.563,5.563,-7.59
11/01/2002,6.020,6.020,6.020,6.020,0.08
10/01/2002,6.015,6.015,6.015,6.015,-6.73
09/01/2002,6.449,6.449,6.449,6.449,-9.91
08/01/2002,7.158,7.158,7.158,7.158,-5.03
07/01/2002,7.537,7.537,7.537,7.537,2.77
06/01/2002,7.334,7.334,7.334,7.334,-7.08
05/01/2002,7.893,7.893,7.893,7.893,-2.94
04/01/2002,8.132,8.132,8.132,8.132,-3.41
03/01/2002,8.419,8.419,8.419,8.419,0.63
02/01/2002,8.366,8.366,8.366,8.366,0.94
01/01/2002,8.288,8.288,8.288,8.288,-5.50
12/01/2001,8.770,8.770,8.770,8.770,-2.13
11/01/2001,8.961,8.961,8.961,8.961,-8.83
10/01/2001,9.829,9.829,9.829,9.829,-12.54
09/01/2001,11.238,11.238,11.238,11.238,-4.50
08/01/2001,11.767,11.767,11.767,11.767,0.38
07/01/2001,11.723,11.723,11.723,11.723,-0.16
06/01/2001,11.742,11.742,11.742,11.742,2.32
05/01/2001,11.476,11.476,11.476,11.476,4.16
04/01/2001,11.018,11.018,11.018,11.018,1.89
03/01/2001,10.814,10.814,10.814,10.814,4.42
02/01/2001,10.356,10.356,10.356,10.356,-1.75
01/01/2001,10.540,10.540,10.540,10.540,-5.69
12/01/2000,11.176,11.176,11.176,11.176,-9.28
11/01/2000,12.319,12.319,12.319,12.319,-7.29
10/01/2000,13.288,13.288,13.288,13.288,3.20
09/01/2000,12.876,12.876,12.876,12.876,2.93
08/01/2000,12.510,12.510,12.510,12.510,-1.39
07/01/2000,12.686,12.686,12.686,12.686,-0.77
06/01/2000,12.785,12.785,12.785,12.785,2.32
05/01/2000,12.495,12.495,12.495,12.495,8.67
04/01/2000,11.498,11.498,11.498,11.498,9.11
03/01/2000,10.538,10.538,10.538,10.538,-2.20
02/01/2000,10.775,10.775,10.775,10.775,2.25
01/01/2000,10.538,10.538,10.538,10.538,7.75
