Date,Belgium,Denmark,Germany,Ireland,Spain,France,Italy,Netherlands,Austria,Poland,Finland,Sweden,United States
2015-10,-10,3.5,-4.1,7.6,-5.3,-11.3,-10.8,-3.1,-12.1,-5,-9.2,-3.4,0
2015-11,-10.3,5,-4.1,8.9,-4.3,-10.8,-8.8,-1.1,-10,-3.3,-5.8,-5.4,0
2015-12,-7.9,5.4,-2,9.3,0.4,-11.3,-10.9,-2.4,-10.9,-2.1,-8.1,-3,0
2016-01,-6.5,2.9,-2.3,11.3,-3.1,-8.4,-10.3,0.8,-7.7,-2.9,-3.4,-1.9,0
2016-02,-7.9,3.5,-2.6,9.7,-4.5,-10.9,-9.7,-3.8,-7,-4.1,-5,-2.3,0
2016-03,-9.4,2.7,-2.9,5.1,-7.3,-12.1,-11.6,-5.2,-6.3,-2.3,-5.5,-0.8,0
2016-04,-9.5,5.3,-1.6,4.6,-6.1,-11.7,-10.9,-2.6,-7.4,0.1,-3.6,-1.4,0
2016-05,-9.1,3.8,-1.6,6.6,-7.8,-8.1,-13.4,-2.8,-5.9,-1.3,-3.1,-1.5,0
2016-06,-7.5,4.9,-0.5,9.3,-5.6,-10.1,-12.3,0.1,-5.1,-1.1,0.1,-0.7,0
2016-07,-7.2,3.5,-1.3,2.9,-8.9,-10.5,-11.5,-2.8,-5.9,0.3,-1.8,-1.2,0
2016-08,-5.6,4.1,-1.3,4.8,-6.3,-10.5,-14.9,-2.7,-6.2,-1,-0.5,-1.3,0
2016-09,-7.5,2.2,-1.8,5.7,-7.4,-9.6,-16.7,-1,-6.9,0.1,-1.2,0.9,0
2016-10,-11.3,1.6,-1.8,5.1,-6.7,-10.8,-17.1,0.7,-6.4,0.1,0.4,0.7,0
2016-11,-8.3,1.2,-1,2.6,-5.7,-9.6,-16.1,0.9,-7.1,-1.9,-0.3,0.6,0
2016-12,-9.7,-0.9,-0.2,2.7,-4.9,-8.7,-16.4,0.3,-5.4,-1.9,0.5,-0.6,0
2017-01,-4.9,4.4,0,6.8,-3.9,-7.5,-14.7,4.2,-3.3,1.1,2,0.7,0
2017-02,-6.1,5.2,-2,2.7,-6.6,-8.5,-15.9,3.8,-2.8,-1.5,0.8,0.7,0
2017-03,-5.3,5.9,-0.8,5.5,-5,-8.3,-14.5,4.3,-3.4,-1.6,3.1,1,0
2017-04,-4.8,7.1,0.5,7.2,-2.5,-7.2,-15.8,5.7,-1.6,-0.8,3.5,1.2,0
2017-05,-3.9,5.5,1.3,6.5,-1.8,-5.3,-15.9,2,-1.4,0.5,3.9,2.6,0
2017-06,-4.4,6.2,2.4,8.4,-0.9,0,-17.4,3.5,-1.3,-0.2,3.3,1,0
2017-07,-1.4,9.1,2.3,8.9,-0.1,-3,-17.1,5.3,-1,-1,3.7,1,0
2017-08,-3,6.1,1.1,11.3,0.2,-5.3,-13.5,5.6,-2.8,-0.4,2.6,0.9,0
2017-09,-2,6.6,0.9,8.7,-1.9,-7.2,-10.4,2.4,-0.2,3.5,3,0.4,0
2017-10,-2.6,7.3,1.8,8.9,-4,-8.8,-11.1,3.7,0.4,2.7,4.4,0.8,0
2017-11,-3.7,7.6,1.6,7.7,-4.5,-5.9,-11.1,1.7,1.1,1.4,1.9,1.1,0
2017-12,-4.6,5.9,1.6,8.5,-3.1,-4.9,-9.7,2.5,3.2,2.1,6.8,-0.2,0
2018-01,-1.3,7.7,2.8,10.6,-2.1,-4.3,-10.6,5.6,3.7,3.9,4.3,2.4,0
2018-02,-3.5,8.1,2.6,11.4,-4.1,-7.4,-9.7,2.6,3.5,3.2,4.9,0.3,0
2018-03,-2.5,7,1.8,10.1,-7.2,-6.9,-10.3,3.9,1.5,1.3,3.8,0.1,0
2018-04,-4,5,1.5,10.4,-4.4,-7.8,-8,4.5,2.2,5.2,2.9,-0.2,0
2018-05,-3.3,7.4,1.2,10.1,-3.2,-7.3,-11.9,2.1,0.7,4.5,4.1,0.6,0
2018-06,-7.1,8.8,1.1,9.7,0.8,-8.5,-8.5,3.3,-0.3,5.9,1.7,-1.5,0
2018-07,-5.1,9.1,-0.4,9.6,-1,-8.5,-8.5,4.5,-0.5,5.4,2.5,-1.4,0
2018-08,-7.1,5.2,0.4,7.7,-2.5,-9.8,-9.3,2.2,-0.8,2,2.4,1.1,0
2018-09,-6.2,6.3,0.4,9.3,-7.4,-13.8,-8.1,0.7,0.1,3.7,1.3,1.8,0
