Date,Price,Open,High,Low,Change 
11/01/2011,9.436,8.254,9.974,8.072,13.96
10/01/2011,8.280,7.717,8.740,7.661,5.81
09/01/2011,7.825,8.710,8.990,7.714,-9.91
08/01/2011,8.686,11.101,11.411,8.662,-21.28
07/01/2011,11.034,11.869,14.608,10.586,-6.59
06/01/2011,11.813,11.097,12.462,10.554,6.48
05/01/2011,11.094,10.741,11.581,10.312,3.67
04/01/2011,10.701,10.562,10.969,9.151,3.40
03/01/2011,10.349,9.397,10.628,9.274,10.22
02/01/2011,9.389,9.202,9.621,8.806,2.54
01/01/2011,9.156,9.297,9.502,8.485,-0.80
12/01/2010,9.230,9.569,9.591,8.115,-3.85
11/01/2010,9.600,7.057,9.904,6.994,36.83
10/01/2010,7.016,6.776,7.115,6.030,3.89
09/01/2010,6.753,5.782,7.013,5.702,17.44
08/01/2010,5.750,5.226,5.887,4.921,13.01
07/01/2010,5.088,5.651,5.794,4.940,-8.69
06/01/2010,5.572,4.923,5.755,4.830,13.71
05/01/2010,4.900,5.102,6.803,4.585,-5.50
04/01/2010,5.185,4.493,5.663,4.422,15.22
03/01/2010,4.500,4.556,4.671,4.343,-0.99
02/01/2010,4.545,4.750,4.909,4.505,-4.42
01/01/2010,4.755,4.909,4.929,4.590,-2.50
12/01/2009,4.877,4.854,5.167,4.695,0.79
11/01/2009,4.839,4.686,4.964,4.647,2.70
10/01/2009,4.712,4.686,4.896,4.665,-0.08
09/01/2009,4.716,4.830,5.032,4.635,-1.87
08/01/2009,4.806,4.973,5.106,4.721,-3.14
07/01/2009,4.962,5.720,5.745,4.947,-13.16
06/01/2009,5.714,5.469,5.911,5.420,5.08
05/01/2009,5.438,5.229,5.525,5.026,3.74
04/01/2009,5.242,5.457,5.499,5.060,-4.13
03/01/2009,5.468,5.696,6.005,5.318,-4.19
02/01/2009,5.707,5.524,5.788,5.296,2.35
01/01/2009,5.576,4.468,6.167,4.403,25.64
12/01/2008,4.438,4.298,4.773,4.166,2.87
11/01/2008,4.314,4.979,5.041,4.264,-13.39
10/01/2008,4.981,4.681,5.016,4.374,6.20
09/01/2008,4.690,4.638,4.858,4.471,1.14
08/01/2008,4.637,4.705,4.734,4.540,-1.45
07/01/2008,4.705,5.062,5.119,4.690,-7.20
06/01/2008,5.070,4.720,5.114,4.624,5.69
05/01/2008,4.797,4.550,4.825,4.419,5.43
04/01/2008,4.550,4.283,4.680,4.278,6.13
03/01/2008,4.287,4.125,4.322,4.113,3.63
02/01/2008,4.137,4.132,4.343,4.071,-0.62
01/01/2008,4.163,4.306,4.326,4.109,-7.49
12/01/2007,4.500,4.316,4.524,4.264,2.41
11/01/2007,4.394,4.373,4.394,4.231,-0.23
10/01/2007,4.404,4.429,4.526,4.197,-0.34
09/01/2007,4.419,4.419,4.419,4.419,1.84
08/01/2007,4.339,4.339,4.339,4.339,-1.92
07/01/2007,4.424,4.424,4.424,4.424,-3.83
06/01/2007,4.600,4.600,4.600,4.600,3.67
05/01/2007,4.437,4.437,4.437,4.437,6.48
04/01/2007,4.167,4.167,4.167,4.167,1.98
03/01/2007,4.086,4.086,4.086,4.086,3.16
02/01/2007,3.961,3.961,3.961,3.961,-3.60
01/01/2007,4.109,4.109,4.109,4.109,3.50
12/01/2006,3.970,3.970,3.970,3.970,7.82
11/01/2006,3.682,3.682,3.682,3.682,-1.68
10/01/2006,3.745,3.745,3.745,3.745,0.97
09/01/2006,3.709,3.709,3.709,3.709,-1.38
08/01/2006,3.761,3.761,3.761,3.761,-3.93
07/01/2006,3.915,3.915,3.915,3.915,-3.40
06/01/2006,4.053,4.053,4.053,4.053,2.12
05/01/2006,3.969,3.969,3.969,3.969,0.38
04/01/2006,3.954,3.954,3.954,3.954,4.11
03/01/2006,3.798,3.798,3.798,3.798,8.76
02/01/2006,3.492,3.492,3.492,3.492,0.32
01/01/2006,3.481,3.481,3.481,3.481,5.45
12/01/2005,3.301,3.301,3.301,3.301,-16.70
08/01/2004,3.963,3.963,3.963,3.963,-4.09
07/01/2004,4.132,4.132,4.132,4.132,-2.41
06/01/2004,4.234,4.234,4.234,4.234,-1.65
05/01/2004,4.305,4.305,4.305,4.305,4.24
04/01/2004,4.130,4.130,4.130,4.130,6.14
03/01/2004,3.891,3.891,3.891,3.891,-2.72
02/01/2004,4.000,4.000,4.000,4.000,-4.99
01/01/2004,4.210,4.210,4.210,4.210,-1.20
12/01/2003,4.261,4.261,4.261,4.261,-4.07
11/01/2003,4.442,4.442,4.442,4.442,2.66
10/01/2003,4.327,4.327,4.327,4.327,8.36
09/01/2003,3.993,3.993,3.993,3.993,-4.91
08/01/2003,4.199,4.199,4.199,4.199,0.02
07/01/2003,4.198,4.198,4.198,4.198,8.98
06/01/2003,3.852,3.852,3.852,3.852,2.07
05/01/2003,3.774,3.774,3.774,3.774,-8.62
04/01/2003,4.130,4.130,4.130,4.130,0.63
03/01/2003,4.104,4.104,4.104,4.104,3.35
02/01/2003,3.971,3.971,3.971,3.971,-5.14
01/01/2003,4.186,4.186,4.186,4.186,-2.76
12/01/2002,4.305,4.305,4.305,4.305,-7.22
11/01/2002,4.640,4.640,4.640,4.640,-1.28
10/01/2002,4.700,4.700,4.700,4.700,3.82
09/01/2002,4.527,4.527,4.527,4.527,-5.75
08/01/2002,4.803,4.803,4.803,4.803,-3.59
07/01/2002,4.982,4.982,4.982,4.982,-3.75
06/01/2002,5.176,5.176,5.176,5.176,-4.17
05/01/2002,5.401,5.401,5.401,5.401,0.67
04/01/2002,5.365,5.365,5.365,5.365,-2.38
03/01/2002,5.496,5.496,5.496,5.496,5.47
02/01/2002,5.211,5.211,5.211,5.211,0.81
01/01/2002,5.169,5.169,5.169,5.169,1.17
12/01/2001,5.109,5.109,5.109,5.109,8.29
11/01/2001,4.718,4.718,4.718,4.718,4.40
10/01/2001,4.519,4.519,4.519,4.519,-9.13
09/01/2001,4.973,4.973,4.973,4.973,0.22
08/01/2001,4.962,4.962,4.962,4.962,-2.03
07/01/2001,5.065,5.065,5.065,5.065,-4.42
06/01/2001,5.299,5.299,5.299,5.299,-1.16
05/01/2001,5.361,5.361,5.361,5.361,2.08
04/01/2001,5.252,5.252,5.252,5.252,6.94
03/01/2001,4.911,4.911,4.911,4.911,-1.23
02/01/2001,4.972,4.972,4.972,4.972,-0.80
01/01/2001,5.012,5.012,5.012,5.012,-1.42
12/01/2000,5.084,5.084,5.084,5.084,-2.34
11/01/2000,5.206,5.206,5.206,5.206,-4.58
10/01/2000,5.456,5.456,5.456,5.456,-0.24
09/01/2000,5.469,5.469,5.469,5.469,-1.83
08/01/2000,5.571,5.571,5.571,5.571,1.92
07/01/2000,5.466,5.466,5.466,5.466,-1.01
06/01/2000,5.522,5.522,5.522,5.522,1.45
05/01/2000,5.443,5.443,5.443,5.443,-1.36
04/01/2000,5.518,5.518,5.518,5.518,1.14
03/01/2000,5.456,5.456,5.456,5.456,-5.24
02/01/2000,5.758,5.758,5.758,5.758,-0.50
01/01/2000,5.787,5.787,5.787,5.787,3.32
